Domain	Function	Head	Negator	Aux	Aux_stem	Subj	Subj_stem	Age	Previous_Role	Role	Previous_Utterance	Utterance	Previous_Sent_len	Sent_len	Previous_Sent_type	Sent_type	Child	Polarity	Level
perception	possession	have		did	do	it	it	40	Father	Target_Child	did it have a point on the front	no yeah yeah I wanted this kind of airplane	8	9	question	declarative	Kuczaj Abe	positive	discourse
perception	possession	have	n't	did	do	they	they	40	Mother	Target_Child	they did n't have bathtubs	no no um got a policeman	5	6	question	declarative	Kuczaj Abe	negative	discourse
perception	possession	have	n't	did	do	he	he	40	Father	Target_Child	he did n't have any eyes did he	no and what did he have under his mouth	8	9	question	question	Kuczaj Abe	negative	discourse
perception	possession	have		do	do	you	you	40	Target_Child	Mother	do you have a cannon	no I do n't even think I 've ever seen a toy cannon	5	13	question	declarative	Kuczaj Abe	positive	discourse
perception	possession	have		do	do	you	you	40	Mother	Target_Child	Abe do you still have that shell that you found	no I do	10	3	question	imperative_emphatic	Kuczaj Abe	positive	discourse
perception	possession	have		can	can	I	I	40	Target_Child	Mother	can I have this now	no Abe you 're not going to eat any pizza if you keep that up	5	15	question	declarative	Kuczaj Abe	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	40	Target_Child	Mother	then I wan na have ten candies	no I 'm afraid not	7	5	declarative	declarative	Kuczaj Abe	positive	discourse
perception	existence	's		there		milk	milk	41	Father	Target_Child	there 's some milk on the table	no get me some more milk in case I get real thirsty	7	12	declarative	declarative	Kuczaj Abe	positive	discourse
perception	possession	have		NONE	NONE	you	you	42	Mother	Target_Child	I thought you already had an ax Abe	no just a wooden ax you know like the Indians	8	10	declarative	declarative	Kuczaj Abe	positive	discourse
perception	possession	have		NONE	NONE	ducks	duck	42	Father	Target_Child	her ducks have wheels	no just Leslie 's ducks have wheels	4	7	question	declarative	Kuczaj Abe	positive	discourse
perception	existence	's		there		milk	milk	42	Father	Target_Child	I doubt if there 's any milk outside	no there is milk outside	8	5	declarative	declarative	Kuczaj Abe	positive	discourse
perception	possession	have	n't	ca	can	we	we	42	Father	Target_Child	we ca n't have a horse here	no a real horsie	7	4	declarative	declarative	Kuczaj Abe	negative	discourse
perception	possession	have		do	do	we	we	42	Target_Child	Father	do we have any money yet	no but I get paid tomorrow	6	6	question	declarative	Kuczaj Abe	positive	discourse
perception	possession	have		did	do	it	it	43	Mother	Target_Child	did it have any fossils in it	no and it was so big we could n't carry it	7	11	question	declarative	Kuczaj Abe	positive	discourse
perception	possession	have	n't	does	do	it	it	44	Father	Target_Child	oh it does n't have any paper on it does it	no Mom look it 's a magic picture	11	8	question	declarative	Kuczaj Abe	negative	discourse
perception	possession	have		can	can	I	I	44	Target_Child	Mother	can I have some gum	no you did n't eat your sandwich	5	7	question	declarative	Kuczaj Abe	positive	discourse
perception	possession	have		did	do	you	you	46	Father	Target_Child	did you have any good dreams last night	no I did n't have any dreams at all	8	9	question	declarative	Kuczaj Abe	positive	discourse
perception	existence	was		there		one	one	46	Father	Target_Child	I thought there was another one	no that 's the only one	6	6	declarative	declarative	Kuczaj Abe	positive	discourse
perception	possession	have		do	do	they	they	49	Mother	Target_Child	do n't they have a factory where they make bombs	no Mommy this is how it 's gon ta go now	10	11	question	declarative	Kuczaj Abe	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	50	Father	Target_Child	okay but you 're going to have a hard time with that one	no I 'll get you with it	13	7	declarative	declarative	Kuczaj Abe	positive	discourse
perception	possession	mine						51	Target_Child	Father	me mine and Mother 's	no it was somebody who 's coming to our house this Sunday	5	12	declarative	declarative	Kuczaj Abe	positive	discourse
perception	possession	have	n't	did	do	you	you	51	Father	Target_Child	oh you did n't haf ta pay your own money	no I still have it	10	5	question	declarative	Kuczaj Abe	negative	discourse
perception	possession	have		does	do	it	it	54	Target_Child	Father	does n't it have paint on	no that 's plastic	6	4	question	declarative	Kuczaj Abe	positive	discourse
perception	possession	have	n't	did	do	it	it	56	Father	Target_Child	it did n't have legs	no here it is	5	4	question	declarative	Kuczaj Abe	negative	discourse
perception	possession	have		did	do	you	you	56	Mother	Target_Child	did you and Joey have a war today	no we were playing hunting wolfs	8	6	question	declarative	Kuczaj Abe	positive	discourse
perception	possession	yours						57	Father	Target_Child	no here 's yours	no that 's not mine	4	5	declarative	declarative	Kuczaj Abe	positive	discourse
perception	possession	have		would	would	you	you	57	Mother	Target_Child	would you rather have a cheese bun	no thank you	7	3	question	declarative	Kuczaj Abe	positive	discourse
perception	possession	have		does	do	guy	guy	57	Target_Child	Father	does that guy have a feather	no he sure does n't does he	6	7	question	question	Kuczaj Abe	positive	discourse
perception	possession	have		'm	be	I	I	58	Mother	Target_Child	while I 'm having the baby	no no after Mommy has the baby	6	7	question	declarative	Kuczaj Abe	positive	discourse
perception	possession	have		do	do	you	you	58	Mother	Target_Child	do n't you have fun while we 're there	no there 's no fun to do	9	7	question	declarative	Kuczaj Abe	positive	discourse
perception	possession	have		can	can	I	I	58	Target_Child	Mother	uhhuh can I have a cookie Momma	no we 're going to eat dinner	7	7	question	declarative	Kuczaj Abe	positive	discourse
perception	possession	have		NONE	NONE	we	we	58	Mother	Target_Child	I think we have enough	no we need green material	5	5	declarative	declarative	Kuczaj Abe	positive	discourse
perception	possession	have		do	do	you	you	59	Mother	Target_Child	do you have diarrhea	no I went tee tee	4	5	question	declarative	Kuczaj Abe	positive	discourse
perception	possession	have		NONE	NONE	he	he	59	Mother	Target_Child	he has magical powers	no he does n't	4	4	declarative	declarative	Kuczaj Abe	positive	discourse
perception	possession	have		must	must	daddy	daddy	24	Mother	Target_Child	think daddy must have the page	no mummy ca n't find it	6	6	declarative	declarative	Lara Lara	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	26	Mother	Target_Child	let 's have a look	no that Postman Pat	5	4	declarative	declarative	Lara Lara	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	31	Mother	Target_Child	has it	no let me have it all	2	6	question	declarative	Lara Lara	positive	discourse
perception	possession	have		can	can	I	I	31	Target_Child	Mother	can I have this one	no that 's that 's too big	5	7	question	declarative	Lara Lara	positive	discourse
perception	possession	have		can	can	I	I	34	Target_Child	Mother	can I have a drink	no that 's mummy 's vitamin drink	5	7	question	declarative	Lara Lara	positive	discourse
perception	possession	yours						38	Target_Child	Mother	that one 's yours and that one 's mine	no that one 's mine	9	5	declarative	declarative	Lara Lara	positive	discourse
perception	possession	have		can	can	you	you	38	Target_Child	Mother	you can have it on if you want	no thank you	8	3	declarative	declarative	Lara Lara	positive	discourse
perception	possession	have		can	can	I	I	33	Father	Target_Child	can I have them back	no first I put them in here	5	7	question	declarative	MacWhinney Ross	positive	discourse
perception	possession	have	n't	do	do	Spidey	Spidey	34	Target_Child	Father	Spidey do n't have no more money	no Spidey does n't have any money so he 's not going to get anything	7	15	declarative	declarative	MacWhinney Ross	negative	discourse
perception	possession	have		can	can	you	you	35	Target_Child	Father	you can have Marky 's	no I do n't want it	5	6	declarative	declarative	MacWhinney Ross	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	41	Father	Target_Child	do you wan na have any breakfast	no I had beer and I had chocolate pudding	7	9	question	declarative	MacWhinney Ross	positive	discourse
perception	possession	have		NONE	NONE	he	he	42	Father	Target_Child	does n't think he has clothes on	no you	7	2	question	declarative	MacWhinney Ross	positive	discourse
perception	possession	have		NONE	NONE	I	I	45	Target_Child	Father	do you know what I have that is like my Superman Halloween costume	no I do n't know	13	5	question	declarative	MacWhinney Ross	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	64	Mother	Target_Child	we 're gon ta have spaghetti you and I	no I want candy	9	4	declarative	declarative	MacWhinney Mark	positive	discourse
perception	possession	have		do	do	you	you	64	Father	Target_Child	do you have games where you throw socks in the wash	no but one time Joey and Ross had games where where they had ta catch the the clothes that were falling down the wash	11	24	question	declarative	MacWhinney Mark	positive	discourse
perception	possession	have		can	can	I	I	24	Mother	Target_Child	can I have one	no it 's hot	4	4	question	declarative	NewmanRatner 4767JC	positive	discourse
perception	possession	have		NONE	NONE	he	he	24	Mother	Target_Child	you wan na see if he has a jacket	no no he needs a	9	5	question	trail	NewmanRatner 5196AVI24	positive	discourse
perception	possession	have		can	can	I	I	24	Mother	Target_Child	can I have it	no it cook it	4	4	question	declarative	NewmanRatner mos	positive	discourse
perception	possession	have		NONE	NONE	we	we	31	Mother	Target_Child	okay well then we have it	no this not push saw	6	5	declarative	declarative	NewEngland Nathan	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	32	Mother	Target_Child	well why do n't you come and have some dinner	no I had my dinner	10	5	question	declarative	NewEngland Laura	positive	discourse
perception	possession	mine						32	Target_Child	Mother	is this mine	no it 's not yours but do you wan na read it	3	12	question	question	NewEngland Christopher	positive	discourse
perception	possession	yours						32	Target_Child	Mother	this yours	no I think it 's theirs	2	6	question	declarative	NewEngland Christopher	positive	discourse
perception	possession	have		NONE	NONE	butter+fly	butter+fly	32	Target_Child	Mother	butter+fly have a flower	no that 's the bug	4	5	declarative	declarative	NewEngland Andrew	positive	discourse
perception	possession	my						18	Target_Child	Mother	my	no yours is over here	1	5	declarative	declarative	Providence Ethan	positive	discourse
perception	possession	have	n't	does	do	he	he	25	Target_Child	Mother	he does n't have a porthole	no he does n't	6	4	declarative	declarative	Providence Ethan	negative	discourse
perception	possession	have		NONE	NONE	NONE	NONE	29	Target_Child	Mother	have a caboose	no does n't have a caboose it was a passenger diesel passenger engine	3	13	question	declarative	Providence Ethan	positive	discourse
perception	existence	's		there		head	head	33	Target_Child	Mother	there 's his head is down the table	no it 's hanging over the edge	8	7	declarative	declarative	Providence Ethan	positive	discourse
perception	possession	have		does	do	it	it	33	Target_Child	Mother	does it have sirens	no it makes a noise like a truck does n't	4	10	question	self	Providence Ethan	positive	discourse
perception	possession	have		NONE	NONE	truck	truck	34	Target_Child	Mother	that truck has two fronts	no it 's front to front	5	6	declarative	declarative	Providence Ethan	positive	discourse
perception	possession	have	n't	do	do	I	I	35	Target_Child	Mother	I do n't have a pocket	no these pants do n't have pockets	6	7	declarative	declarative	Providence Ethan	negative	discourse
perception	possession	have		do	do	they	they	35	Target_Child	Mother	they do n't really have tails	no they do n't have	6	5	declarative	self	Providence Ethan	positive	discourse
perception	possession	have		should	should	we	we	40	Mother	Target_Child	should we have a blankie	no I do n't need a blanket	5	7	question	interruption	Providence Violet	positive	discourse
perception	possession	have		NONE	NONE	d'you	d'you	43	Target_Child	Mother	d'you have two ones	no but we can share	4	5	question	declarative	Providence Violet	positive	discourse
perception	possession	have		did	do	you	you	24	Mother	Target_Child	what did you have for breakfast this morning	no I do n't want bagel	8	6	question	declarative	Providence Lily	positive	discourse
perception	possession	have	n't	did	do	we	we	27	Mother	Target_Child	and then we went back into the car but we did n't have it in the car right because it was in your stereo	no it was in the car	24	6	declarative	declarative	Providence Lily	negative	discourse
perception	possession	have		NONE	NONE	NONE	NONE	27	Mother	Target_Child	but we 're gon ta be we 're gon ta share this week in art class and have a good time and no one 's gon ta have a fit okay	no I do n't want to	31	6	question	declarative	Providence Lily	positive	discourse
perception	possession	yours						27	Target_Child	Mother	no it 's yours	no look I have mine	4	5	declarative	declarative	Providence Lily	positive	discourse
perception	existence	's		there		bug	bug	28	Mother	Target_Child	there 's a bug	no that 's a fly	4	5	question	declarative	Providence Lily	positive	discourse
perception	possession	have		NONE	NONE	you	you	28	Mother	Target_Child	you have dirt on your face	no I cleaned it off	6	5	declarative	declarative	Providence Lily	positive	discourse
perception	possession	have		NONE	NONE	you	you	28	Mother	Target_Child	Honey Honey if you have a stuffy nose you do n't want to keep trying to breathe in	no I 'm breathe into my nose and blow my nose	18	11	declarative	declarative	Providence Lily	positive	discourse
perception	possession	have		NONE	NONE	this	this	29	Father	Target_Child	sweetie this already has a stamp	no I want another stamp	6	5	declarative	declarative	Providence Lily	positive	discourse
perception	possession	mine						29	Target_Child	Mother	is it mine	no it 's the backpack 's	3	6	question	declarative	Providence Lily	positive	discourse
perception	existence	's		there		egg	egg	29	Mother	Target_Child	Tico says there 's one more egg to find at the farm	no the no there 's no where 's the other one with the green one	12	15	declarative	question	Providence Lily	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	30	Target_Child	Mother	I 'm gon ta have jelly beans	no you 're not having jelly beans for breakfast silly	7	10	declarative	imperative_emphatic	Providence Lily	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	30	Mother	Target_Child	you know what honey mommy needs you to have some calcium so why do n't you have some chocolate milk	no I want	20	3	question	declarative	Providence Lily	positive	discourse
perception	existence	's		there		story	story	30	Mother	Target_Child	but we did n't get to read these yesterday there 's this story	no I want the	13	4	declarative	interruption	Providence Lily	positive	discourse
perception	possession	have		could	could	you	you	31	Mother	Target_Child	you could also have a turkey sandwich or a ham sandwich	no I want a um just a	11	7	question	trail	Providence Lily	positive	discourse
perception	existence	was		there		table	table	38	Mother	Target_Child	there was a lunch table there	no there was n't	6	4	question	declarative	Providence Lily	positive	discourse
perception	existence	's		there		song	song	40	Mother	Target_Child	maybe there 's a song about a princess you would like to sing	no no help help grab my hand	13	7	declarative	declarative	Providence Lily	positive	discourse
perception	possession	have		'll	will	I	I	45	Mother	Target_Child	Lily I 'll have two bites	no I share it	6	4	declarative	declarative	Providence Lily	positive	discourse
perception	possession	mine						46	Target_Child	Mother	mine	no silly it 's not your birthday yet	1	8	declarative	imperative_emphatic	Providence Lily	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	23	Target_Child	Mother	have it	no thank you I do n't wan na have it but	2	11	question	self	Providence William	positive	discourse
perception	possession	have		NONE	NONE	mommy	mommy	28	Mother	Target_Child	look mommy has it too	no I do n't like it	5	6	declarative	declarative	Providence William	positive	discourse
perception	possession	have		NONE	NONE	ya	ya	28	Mother	Target_Child	I heard ya had a good dinner	no leave it leave it up	7	6	declarative	declarative	Providence William	positive	discourse
perception	possession	have		does	do	Don	Don	28	Mother	Target_Child	hi good morning does Don have any appointments open today	no I do n't wan na	10	6	question	declarative	Providence William	positive	discourse
perception	possession	have		NONE	NONE	Caillou	Caillou	29	Mother	Target_Child	Caillou has a backpack	no he dinosaur	4	3	question	declarative	Providence William	positive	discourse
perception	existence	's		there		purple	purple	28	Target_Child	Mother	there 's a pink purple	no the purple one has plastic on it we ca n't open the ones with the plastic	5	17	question	declarative	Providence Alex	positive	discourse
perception	possession	have		could	could	Mommy	Mommy	32	Mother	Target_Child	could Mommy have a turn up the hill	no this one	8	3	question	imperative_emphatic	Providence Alex	positive	discourse
perception	possession	have	n't	did	do	you	you	33	Mother	Target_Child	you did n't have much breakfast would you like a snack	no I going stay	11	4	question	declarative	Providence Alex	negative	discourse
perception	existence	's		there		cheese	cheese	34	Target_Child	Mother	there 's some macaroni cheese	no it 's green beans	5	5	declarative	declarative	Providence Alex	positive	discourse
perception	possession	have		're	be	you	you	35	Mother	Target_Child	you 're having trouble listening today huh	no take it off	7	4	question	declarative	Providence Alex	positive	discourse
perception	possession	have		could	could	potato	potato	36	Mother	Target_Child	could baby potato have some shoes	no this one this	6	4	question	declarative	Providence Alex	positive	discourse
perception	possession	she						36	Mother	Target_Child	what 's her what 's her name	no that 's my stop it it 's my kiss	7	10	question	declarative	Providence Alex	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	40	Mother	Target_Child	have this one	no just squeeze it	3	4	declarative	declarative	Providence Alex	positive	discourse
perception	existence	's		there		plenty	plenty	40	Mother	Target_Child	there 's plenty of beans to go around	no I want that bean	8	5	declarative	declarative	Providence Alex	positive	discourse
perception	possession	have		NONE	NONE	you	you	40	Mother	Target_Child	look it you have two thousand beans to my one	no I do n't want my beans	10	7	declarative	declarative	Providence Alex	positive	discourse
perception	possession	have		NONE	NONE	I	I	18	Mother	Target_Child	yeah I have a microphone	no you have one	5	4	declarative	declarative	Providence Naima	positive	discourse
perception	possession	have	n't	does	do	it	it	21	Mother	Target_Child	you do n't need too much just need enough to keep the flap down it does n't haf ta be	no there 's more sticking up over there	20	8	trail	declarative	Providence Naima	negative	discourse
perception	existence	's		there		box	box	21	Mother	Target_Child	there 's a box of tissues right there if you need one	no no it was just itch on my nose	12	9	interruption	declarative	Providence Naima	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	22	Mother	Target_Child	do you wan na have some supper Naima	no wan na read a book about ooching Loly Worm	8	10	question	declarative	Providence Naima	positive	discourse
perception	existence	's		there		truck	truck	25	Mother	Target_Child	yes there 's a big black truck there also	no there 's a	9	4	declarative	declarative	Providence Naima	positive	discourse
perception	possession	have		NONE	NONE	library	library	25	Mother	Target_Child	we 'll look on the computer and find out which library has Arthurs Nose	no no nursies at library	14	5	declarative	declarative	Providence Naima	positive	discourse
perception	existence	are		there		carrots	carrot	26	Mother	Target_Child	are there carrots in the original	no there 's carrots in in the	6	7	question	trail	Providence Naima	positive	discourse
perception	possession	have		NONE	NONE	it	it	26	Target_Child	Mother	it 's it has pee in it and it has poop	no it does n't it does n't have any pee or poop	11	12	declarative	declarative	Providence Naima	positive	discourse
perception	existence	's		there		toast	toast	29	Mother	Target_Child	I mean there 's toast and there 's jam I do n't	no it 's not	12	4	trail	declarative	Providence Naima	positive	discourse
perception	existence	's		there		yogurt	yogurt	29	Father	Target_Child	there 's your yogurt	no you knocked	4	3	declarative	trail	Providence Naima	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	29	Mother	Target_Child	oh he 's gon ta have the present at gym class	no he 's gon ta have the birthday at gym class	11	11	question	declarative	Providence Naima	positive	discourse
perception	possession	have		do	do	we	we	29	Mother	Target_Child	do we have any other food	no I 'm gon ta I 'm gon ta go shopping for where is I 'm gon ta go shopping for toys	6	22	question	declarative	Providence Naima	positive	discourse
perception	existence	's		there		bunch	bunch	30	Mother	Target_Child	oh yeah there 's a bunch of oh and there 's a giraffe even	no but but that 's not very very high	14	9	declarative	declarative	Providence Naima	positive	discourse
perception	possession	have		NONE	NONE	you	you	30	Mother	Target_Child	I think it would be better if you had no diaper for a while	no but I want some	14	5	declarative	declarative	Providence Naima	positive	discourse
perception	possession	have		do	do	you	you	30	Mother	Target_Child	Griz do you have enough gas in your box to take you to all the way to Maine	no he does n't	18	4	question	declarative	Providence Naima	positive	discourse
perception	possession	have		NONE	NONE	d'you	d'you	31	Mother	Target_Child	oh d'you have the Little Bear dolls there	no they inside	8	3	question	declarative	Providence Naima	positive	discourse
perception	possession	have		NONE	NONE	you	you	31	Mother	Target_Child	I did n't know you had the butter	no I want to play with the butter	8	8	declarative	declarative	Providence Naima	positive	discourse
perception	existence	is		there		child	child	32	Mother	Target_Child	is there a child somewhere in here	no no not in the kitchen	7	6	question	declarative	Providence Naima	positive	discourse
perception	possession	have		NONE	NONE	you	you	33	Mother	Target_Child	so you have a raincoat	no his fur will keep him dry	5	7	declarative	declarative	Providence Naima	positive	discourse
perception	possession	have		could	could	you	you	33	Mother	Target_Child	you could have porridge	no the duckling wants to get better	4	7	declarative	declarative	Providence Naima	positive	discourse
perception	existence	's		there		lots	lot	34	Mother	Target_Child	there 's lots of different places that might even be where the books are over there	no I could n't it 's not a it 's not a book though	16	14	declarative	declarative	Providence Naima	positive	discourse
perception	possession	have		NONE	NONE	mother	mother	35	Mother	Target_Child	yeah but the mother has it and the mother can help it have the medicine	no no the bear is hiding	15	6	declarative	declarative	Providence Naima	positive	discourse
perception	existence	's		there		wood	wood	35	Mother	Target_Child	okay may be there 's a creaking wood you mean right now we 're hearing it or	no no we no we 're pretending	17	7	declarative	declarative	Providence Naima	positive	discourse
perception	possession	have		NONE	NONE	you	you	36	Mother	Target_Child	that 's what you have	no I do n't taste the cream	5	7	declarative	declarative	Providence Naima	positive	discourse
perception	possession	have		NONE	NONE	you	you	38	Mother	Target_Child	you having a backwards day	no well you can buckle me into my car seat pretend that 's my car seat	5	16	question	declarative	Providence Naima	positive	discourse
perception	possession	have		NONE	NONE	we	we	37	Mother	Target_Child	I do n't think we have any canoe berries	no I 'm just making that up	9	7	declarative	declarative	Providence Naima	positive	discourse
perception	possession	have		NONE	NONE	we	we	37	Mother	Target_Child	I do n't think we have any canoe berries	no I 'm just making that up	9	7	declarative	declarative	Providence Naima	positive	discourse
perception	possession	have		would	would	we	we	46	Father	Target_Child	if you wore the microphone on your shirt we would have a very good recording	no is very it will be very good recording	15	9	declarative	interruption	Providence Naima	positive	discourse
perception	possession	have	n't	do	do	they	they	46	Mother	Target_Child	well she 's saying they do n't have them	no you haf ta ask for something else that we do n't carry	9	13	declarative	declarative	Providence Naima	negative	discourse
perception	possession	have		do	do	you	you	46	Mother	Target_Child	uh do you have any Indian food	no we do n't we stopped carrying it	7	8	question	declarative	Providence Naima	positive	discourse
perception	possession	have		do	do	you	you	46	Mother	Target_Child	do you have any other foods in your store that have protein in them	no you haf ta ask for some some other	14	9	question	trail	Providence Naima	positive	discourse
perception	possession	have		might	might	you	you	46	Mother	Target_Child	how about any other kind of tempeh that you might have	no we do n't	11	4	question	declarative	Providence Naima	positive	discourse
perception	possession	have	n't	did	do	you	you	46	Mother	Target_Child	I 'm a grumpy customer now cause you did n't have things I wanted	no I 'm beeping the lemon first	14	7	declarative	declarative	Providence Naima	negative	discourse
perception	existence	are		there		bears	bear	46	Mother	Target_Child	are there any bears	no they 're all dogs	4	5	question	declarative	Providence Naima	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	46	Mother	Target_Child	you and I are gon ta go in the kitchen and have some second breakfast	no no break some make some bread	15	7	declarative	declarative	Providence Naima	positive	discourse
perception	possession	have		can	can	you	you	46	Mother	Target_Child	and then you can have some	no it it 's the only thing I can have	6	10	interruption	declarative	Providence Naima	positive	discourse
perception	possession	have		NONE	NONE	it	it	29	Target_Child	Mother	here here it have a battery	no I think Dad took the batteries out does n't have batteries	6	12	declarative	declarative	Weist Matt	positive	discourse
perception	possession	have	n't	do	do	it	it	33	Target_Child	Mother	no it do n't have Sully	no it does not have Sully but at least they can watch Mike	6	13	declarative	declarative	Weist Matt	negative	discourse
perception	existence	is		there		storm	storm	44	Target_Child	Mother	is there a storm outside	no there 's no storm outside is it I think it 's just the chairs upstairs making loud noises	5	19	question	declarative	Weist Matt	positive	discourse
perception	possession	have		did	do	they	they	49	Mother	Target_Child	did they have that did you guys do that	no they had a little cage	9	6	question	declarative	Weist Matt	positive	discourse
perception	possession	have		NONE	NONE	he	he	51	Mother	Target_Child	that 's how you sold him you sold him to me and he had blood all over him	no um um that 's u how the pterodactyl got made	18	11	question	declarative	Weist Matt	positive	discourse
perception	existence	's		there		lots	lot	51	Mother	Target_Child	there 's lots of stuff at our house that 's like that	no you know that thing that was kinda like a kinda like my first radio but it does n't have any but it 's not kinda like a regular not regular but as tall as a regular one	12	38	declarative	declarative	Weist Matt	positive	discourse
perception	possession	you						51	Mother	Target_Child	your what you brought this here to put it in my hair	no I brought it to the track	12	7	question	declarative	Weist Matt	positive	discourse
perception	possession	have		NONE	NONE	it	it	54	Mother	Target_Child	it seems like it has gum in it honey	no it 's not it 's not it does n't	9	10	declarative	declarative	Weist Matt	positive	discourse
perception	possession	have		NONE	NONE	you	you	56	Mother	Target_Child	oh really you have n't even actually told me that both of you is it a day when you have school the day that it 's your actual birthday	no my my mommy can take off too	29	8	question	declarative	Weist Matt	positive	discourse
perception	existence	was		there		group	group	56	Mother	Target_Child	well was n't there another little group with two girls in your class	no um there um one um two ladies and one boy	13	11	question	declarative	Weist Matt	positive	discourse
perception	possession	have		can	can	I	I	60	Target_Child	Mother	do you think I can have all this money	no you ca n't have all this money in fact I 'm regretting that I let you use it because now you keep thinking about it	9	26	declarative	declarative	Weist Matt	positive	discourse
perception	possession	have		NONE	NONE	he	he	34	Target_Child	Mother	because he has juice box	no I do n't think he has a juice box	5	10	question	declarative	Weist Benjamin	positive	discourse
perception	existence	was	no	there		zebras	zebras	39	Target_Child	Mother	there was no zebras there	no no zebras at the beach	5	6	declarative	declarative	Weist Benjamin	negative	discourse
perception	existence	's		there		mommy	mommy	32	Father	Target_Child	there 's mommy right	no not mommy	4	3	question	declarative	Weist Roman	positive	discourse
perception	possession	mine						34	Target_Child	Father	mine	no what kind what kind of ball is this	1	9	declarative	question	Weist Roman	positive	discourse
perception	possession	have		do	do	you	you	38	Father	Target_Child	do you have a computer at home	no I do n't have a computer	7	7	question	declarative	Weist Roman	positive	discourse
perception	possession	have		does	do	he	he	41	Father	Target_Child	what about his face does he have a beak	no not a beak	9	4	question	imperative_emphatic	Weist Roman	positive	discourse
perception	possession	have		NONE	NONE	he	he	41	Father	Target_Child	I know what he has he has antennae	no he 's not a antennae	8	6	declarative	declarative	Weist Roman	positive	discourse
perception	possession	have		does	do	he	he	41	Father	Target_Child	does he have fangs	no he has ears	4	4	question	declarative	Weist Roman	positive	discourse
perception	possession	have	n't	do	do	we	we	45	Target_Child	Father	we do n't have a dog	no we do n't put it back Roman	6	8	declarative	declarative	Weist Roman	negative	discourse
perception	existence	's		there		ghosts	ghost	47	Father	Target_Child	no it means there 's ghosts who live in that house	no it 's skeletons see	11	5	declarative	question	Weist Roman	positive	discourse
perception	possession	have		'll	will	we	we	47	Father	Target_Child	why do n't you wait till a few more minutes okay and then we 'll have lunch	no I want some milk now	17	6	declarative	declarative	Weist Roman	positive	discourse
perception	possession	have		'll	will	we	we	47	Father	Target_Child	Roman wait a few more minutes and then we 'll have some	no I do n't wan na	12	6	declarative	imperative_emphatic	Weist Roman	positive	discourse
perception	possession	have		do	do	you	you	49	Mother	Target_Child	you do have two grandmas	no I mean I have four	5	6	declarative	declarative	Weist Roman	positive	discourse
perception	possession	have		NONE	NONE	scorpions	scorpion	52	Mother	Target_Child	you know what I think that scorpions have four pairs of legs	no they	12	2	declarative	trail	Weist Roman	positive	discourse
perception	possession	have		NONE	NONE	I	I	52	Mother	Target_Child	now I have all my things that I need from the store	no you do n't you do n't get your money you gave it to me so I 'm gon ta pay for it for us	12	25	declarative	declarative	Weist Roman	positive	discourse
perception	possession	yours						39	Mother	Target_Child	are all of them yours	no these are mine	5	4	question	declarative	Weist Emma	positive	discourse
perception	possession	have	n't	do	do	I	I	44	Target_Child	Father	I do n't have hands	no you do n't do you	5	6	declarative	declarative	Weist Emma	negative	discourse
perception	possession	have		NONE	NONE	you	you	44	Father	Target_Child	you have a funny little bump on your back horsie	no that 's um someone to ride on me	10	9	declarative	declarative	Weist Emma	positive	discourse
perception	possession	have		NONE	NONE	I	I	29	Target_Child	Mother	I have Teddy Grahams	no I do n't have any	4	6	declarative	declarative	Weist Jillian	positive	discourse
perception	possession	have		NONE	NONE	picture	picture	33	Target_Child	Mother	and the picture of the birdie has her wing broken	no I think her wing looks great	10	7	declarative	imperative_emphatic	Weist Jillian	positive	discourse
perception	possession	have		do	do	you	you	31	Target_Child	Mother	do you have any milkshakes here	no honey I did n't bring any I 'm sorry but we 'll go home very soon	6	17	question	declarative	Weist Jillian	positive	discourse
perception	possession	have		NONE	NONE	that	that	34	Mother	Target_Child	no Jilly this is n't the type of book that has a story it 's the type of book that that we ask questions and then you answer them	no I do n't wan na ask a question	29	9	declarative	declarative	Weist Jillian	positive	discourse
perception	possession	mine						24	Target_Child	Mother	mine	no let Megan wear it for a minute and then you can wear it	1	14	declarative	declarative	Post Lew	positive	discourse
perception	possession	mine						24	Target_Child	Mother	mine	no we haf ta share it	1	6	declarative	declarative	Post Lew	positive	discourse
perception	possession	have		NONE	NONE	I	I	21	Target_Child	Mother	cookie I have it I have it	no you ca n't have it	7	6	declarative	declarative	Post Tow	positive	discourse
perception	possession	have		NONE	NONE	I	I	22	Target_Child	Mother	I had it first Travis	no Travis had it Travis picked it up	5	8	declarative	declarative	Post Tow	positive	discourse
perception	possession	have		can	can	I	I	58	Target_Child	Mother	can I have a bit	no let Daddy have that one	5	6	question	declarative	Wells Frances	positive	discourse
